# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
sensor0, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor574, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor575, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor576, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor577, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor578, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor579, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor580, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor581, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor582, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor583, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor584, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor585, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor586, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor587, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor588, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor589, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor590, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor591, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor592, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor593, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor594, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor595, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor596, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor597, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor598, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor599, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor600, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor601, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor602, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor603, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor604, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor605, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor606, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor607, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor608, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor609, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor610, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor611, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor612, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor613, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor614, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor615, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor616, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor617, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor618, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor619, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor620, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor621, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor622, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor623, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor624, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor625, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor626, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor627, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor628, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor629, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor630, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor631, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor632, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor633, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor634, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor635, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor636, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor637, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor638, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor639, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor640, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor641, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor642, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor643, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor644, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor645, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor646, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor647, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor648, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor649, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor650, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor651, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor652, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor653, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor654, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor655, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor656, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor657, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor658, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor659, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor660, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor661, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor662, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor663, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor664, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor665, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor666, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor667, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor668, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor669, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor670, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor671, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor672, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor673, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor674, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor675, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor676, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor677, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor678, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor679, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor680, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor681, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor682, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor683, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor684, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor685, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor686, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor687, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor688, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor689, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor690, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor691, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor692, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor693, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor694, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor695, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor696, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor697, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor698, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor699, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor700, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor701, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor702, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor703, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor704, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor705, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor706, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor707, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor708, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor709, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor710, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor711, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor712, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor713, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor714, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor715, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor716, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor717, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor718, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor719, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor720, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor721, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor722, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor723, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor724, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor725, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor726, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor727, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor728, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor729, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor730, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor731, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor732, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor733, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor734, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor735, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor736, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor737, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor738, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor739, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor740, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor741, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor742, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor743, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor744, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor745, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor746, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor747, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor748, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor749, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor750, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor751, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor752, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor753, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor754, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor755, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor756, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor757, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor758, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor759, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor760, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor761, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor762, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor763, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor764, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor765, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor766, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor767, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor768, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor769, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor770, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor771, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor772, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor773, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor774, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor775, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor776, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor777, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor778, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor779, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor780, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor781, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor782, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor783, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor784, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor785, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor786, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor787, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor788, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor789, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor790, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor791, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor792, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor793, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor794, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor795, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor796, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor797, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor798, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor799, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor800, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor801, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor802, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor803, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor804, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor805, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor806, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor807, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor808, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor809, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor810, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor811, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor812, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor813, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor814, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor815, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor816, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor817, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor818, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor819, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor820, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor821, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor822, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor823, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor824, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor825, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor826, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor827, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor828, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor829, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor830, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor831, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor832, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor833, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor834, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor835, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor836, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor837, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor838, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor839, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor840, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor841, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor842, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor843, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor844, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor845, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor846, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor847, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor848, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor849, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor850, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor851, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor852, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor853, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor854, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor855, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor856, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor857, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor858, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor859, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor860, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor861, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor862, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor863, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
