# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
cam_02733, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.43, 600, 800, -0.175888
cam_00490, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.71, 800, 533.5, -0.0801216
cam_04146, , camera, SIMPLE_RADIAL, 1067, 1600, 1087.12, 533.5, 800, -0.102073
cam_03700, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.86, 800, 600, -0.071086
cam_00491, , camera, SIMPLE_RADIAL, 1600, 1067, 1625.87, 800, 533.5, -0.0617788
cam_04147, , camera, SIMPLE_RADIAL, 1600, 1063, 1233.17, 800, 531.5, -0.0832304
cam_03701, , camera, SIMPLE_RADIAL, 1600, 1200, 1550.68, 800, 600, -0.0646637
cam_00492, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.75, 600, 800, -0.0786684
cam_00409, , camera, SIMPLE_RADIAL, 1200, 1600, 1544.03, 600, 800, -0.0703238
cam_03618, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.56, 800, 600, -0.0723672
cam_04148, , camera, SIMPLE_RADIAL, 1063, 1600, 1246.16, 531.5, 800, -0.118541
cam_03703, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.39, 800, 600, -0.0684411
cam_00494, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.2, 800, 600, -0.0755741
cam_03706, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.81, 800, 600, -0.0770858
cam_00497, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.15, 800, 533.5, -0.0749305
cam_03708, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.65, 600, 800, -0.0647024
cam_00499, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.72, 800, 533.5, -0.0840127
cam_03710, , camera, SIMPLE_RADIAL, 1600, 1200, 1561.81, 800, 600, -0.0692621
cam_00501, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.55, 800, 533.5, -0.0851035
cam_03714, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.18, 800, 600, -0.0774646
cam_00505, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.39, 800, 600, -0.0741082
cam_03716, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.01, 800, 600, -0.0715786
cam_00507, , camera, SIMPLE_RADIAL, 1200, 1600, 1547.47, 600, 800, -0.0678003
cam_03718, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.44, 800, 600, -0.0711576
cam_00509, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.53, 600, 800, -0.0674759
cam_01626, , camera, SIMPLE_RADIAL, 1067, 1600, 1337.99, 533.5, 800, -0.123707
cam_03722, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.65, 800, 600, -0.075439
cam_00513, , camera, SIMPLE_RADIAL, 1600, 1067, 1564.79, 800, 533.5, -0.0732634
cam_03736, , camera, SIMPLE_RADIAL, 1200, 1600, 1558.15, 600, 800, -0.0876693
cam_00527, , camera, SIMPLE_RADIAL, 1200, 1600, 1557.92, 600, 800, -0.080021
cam_05219, , camera, SIMPLE_RADIAL, 1600, 1200, 1460.73, 800, 600, -0.0200424
cam_03726, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.81, 600, 800, -0.0673296
cam_00517, , camera, SIMPLE_RADIAL, 1600, 1067, 1105.37, 800, 533.5, -0.0786781
cam_03689, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.45, 800, 600, -0.0694292
cam_00480, , camera, SIMPLE_RADIAL, 1600, 1067, 1350.75, 800, 533.5, -0.0810395
cam_04136, , camera, SIMPLE_RADIAL, 1063, 1600, 1242.14, 531.5, 800, -0.095039
cam_00299, , camera, SIMPLE_RADIAL, 1600, 1067, 1107.39, 800, 533.5, -0.0696662
cam_04038, , camera, SIMPLE_RADIAL, 1067, 1600, 1324.65, 533.5, 800, -0.116537
cam_03980, , camera, SIMPLE_RADIAL, 1067, 1600, 1320.73, 533.5, 800, -0.118714
cam_01584, , camera, SIMPLE_RADIAL, 1067, 1600, 1330.39, 533.5, 800, -0.0965937
cam_00290, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.41, 800, 533.5, -0.0730296
cam_04029, , camera, SIMPLE_RADIAL, 1600, 1067, 1316.84, 800, 533.5, -0.101103
cam_02351, , camera, SIMPLE_RADIAL, 1600, 1067, 1307.93, 800, 533.5, -0.111458
cam_04092, , camera, SIMPLE_RADIAL, 1063, 1600, 1246.9, 531.5, 800, -0.135902
cam_00883, , camera, SIMPLE_RADIAL, 1600, 1200, 1543.71, 800, 600, -0.0740144
cam_01623, , camera, SIMPLE_RADIAL, 1600, 1067, 1340.89, 800, 533.5, -0.0552447
cam_04130, , camera, SIMPLE_RADIAL, 1067, 1600, 1083.32, 533.5, 800, -0.103038
cam_03588, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.34, 600, 800, -0.079768
cam_00379, , camera, SIMPLE_RADIAL, 1600, 1067, 1106.85, 800, 533.5, -0.0832901
cam_01590, , camera, SIMPLE_RADIAL, 1067, 1600, 1347.23, 533.5, 800, -0.128478
cam_02427, , camera, SIMPLE_RADIAL, 1600, 1067, 1334.46, 800, 533.5, -0.115341
cam_04168, , camera, SIMPLE_RADIAL, 1600, 1067, 1087.48, 800, 533.5, -0.0788861
cam_00288, , camera, SIMPLE_RADIAL, 1600, 1067, 1111.57, 800, 533.5, -0.0781124
cam_03721, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.17, 800, 600, -0.0736322
cam_00512, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.14, 800, 533.5, -0.0794495
cam_02228, , camera, SIMPLE_RADIAL, 1600, 1067, 1318.7, 800, 533.5, -0.100069
cam_03969, , camera, SIMPLE_RADIAL, 1067, 1600, 1308.45, 533.5, 800, -0.114179
cam_00230, , camera, SIMPLE_RADIAL, 1600, 1200, 1578.17, 800, 600, -0.0702219
cam_03439, , camera, SIMPLE_RADIAL, 1200, 1600, 1541.84, 600, 800, -0.0734285
cam_02453, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.44, 800, 533.5, -0.102266
cam_04013, , camera, SIMPLE_RADIAL, 1067, 1600, 1325.97, 533.5, 800, -0.0904846
cam_00274, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.29, 800, 600, -0.0881317
cam_03483, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.48, 600, 800, -0.0690214
cam_00332, , camera, SIMPLE_RADIAL, 1600, 1067, 1112.34, 800, 533.5, -0.0850121
cam_04071, , camera, SIMPLE_RADIAL, 1067, 1600, 1332.65, 533.5, 800, -0.101346
cam_03955, , camera, SIMPLE_RADIAL, 1067, 1600, 1319.42, 533.5, 800, -0.111104
cam_03957, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.06, 800, 533.5, -0.105921
cam_03715, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.57, 800, 600, -0.0716562
cam_00506, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.37, 800, 533.5, -0.0751713
cam_00325, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.44, 800, 600, -0.0731068
cam_04064, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.97, 800, 533.5, -0.110383
cam_00855, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.39, 800, 600, -0.0735563
cam_05090, , camera, SIMPLE_RADIAL, 1600, 1200, 1457.17, 800, 600, -0.0209044
cam_03597, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.09, 800, 600, -0.0745729
cam_00388, , camera, SIMPLE_RADIAL, 1600, 1067, 1101.39, 800, 533.5, -0.0781863
cam_04006, , camera, SIMPLE_RADIAL, 1067, 1600, 1321.3, 533.5, 800, -0.121967
cam_00267, , camera, SIMPLE_RADIAL, 1600, 1200, 936.057, 800, 600, -0.0284573
cam_02276, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.83, 800, 533.5, -0.10616
cam_04017, , camera, SIMPLE_RADIAL, 1067, 1600, 1309.76, 533.5, 800, -0.0982425
cam_00278, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.74, 600, 800, -0.0741639
cam_02216, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.31, 800, 533.5, -0.100703
cam_05425, , camera, SIMPLE_RADIAL, 1600, 1200, 1441.38, 800, 600, -0.328181
cam_03709, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.75, 800, 600, -0.0743536
cam_00500, , camera, SIMPLE_RADIAL, 1600, 1200, 1549.18, 800, 600, -0.070966
cam_02747, , camera, SIMPLE_RADIAL, 1200, 1600, 1849.04, 600, 800, -0.192568
cam_03959, , camera, SIMPLE_RADIAL, 1600, 1063, 1260.19, 800, 531.5, -0.0957286
cam_03720, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.91, 800, 600, -0.0719101
cam_00511, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.14, 800, 600, -0.0777019
cam_02744, , camera, SIMPLE_RADIAL, 1200, 1600, 1809.81, 600, 800, -0.179767
cam_01251, , camera, SIMPLE_RADIAL, 1200, 1600, 1550.31, 600, 800, -0.0744514
cam_04460, , camera, SIMPLE_RADIAL, 1067, 1600, 1098.04, 533.5, 800, -0.0834607
cam_04011, , camera, SIMPLE_RADIAL, 1600, 1067, 1341.01, 800, 533.5, -0.0983347
cam_00272, , camera, SIMPLE_RADIAL, 1600, 1200, 1542.37, 800, 600, -0.0694913
cam_03481, , camera, SIMPLE_RADIAL, 1200, 1600, 1549.35, 600, 800, -0.0710525
cam_00334, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.58, 800, 533.5, -0.078672
cam_04073, , camera, SIMPLE_RADIAL, 1067, 1600, 1359, 533.5, 800, -0.126484
cam_01608, , camera, SIMPLE_RADIAL, 1067, 1600, 1360.52, 533.5, 800, -0.0888662
cam_02274, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.19, 800, 533.5, -0.101107
cam_04015, , camera, SIMPLE_RADIAL, 1067, 1600, 1306.01, 533.5, 800, -0.0821402
cam_00276, , camera, SIMPLE_RADIAL, 1200, 1600, 1653.48, 600, 800, -0.605451
cam_02285, , camera, SIMPLE_RADIAL, 1600, 1067, 1667.96, 800, 533.5, -0.366477
cam_00345, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.14, 800, 600, -0.0767219
cam_04084, , camera, SIMPLE_RADIAL, 1600, 1067, 1095.9, 800, 533.5, -0.080717
cam_02302, , camera, SIMPLE_RADIAL, 1600, 1067, 2231.92, 800, 533.5, -0.0395248
cam_00304, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.4, 800, 533.5, -0.0684412
cam_00342, , camera, SIMPLE_RADIAL, 1600, 1067, 1108.84, 800, 533.5, -0.079001
cam_04081, , camera, SIMPLE_RADIAL, 1063, 1600, 1253.02, 531.5, 800, -0.143548
cam_03729, , camera, SIMPLE_RADIAL, 1600, 1200, 1546.68, 800, 600, -0.0725381
cam_00520, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.02, 800, 600, -0.0733551
cam_02280, , camera, SIMPLE_RADIAL, 1600, 1067, 3405.1, 800, 533.5, 0.0499756
cam_00320, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.15, 600, 800, -0.0871933
cam_04059, , camera, SIMPLE_RADIAL, 1063, 1600, 1231.95, 531.5, 800, -0.10437
cam_00850, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.54, 600, 800, -0.0756644
cam_03691, , camera, SIMPLE_RADIAL, 1067, 1600, 1326.08, 533.5, 800, -0.10531
cam_00482, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.42, 800, 533.5, -0.0752744
cam_04138, , camera, SIMPLE_RADIAL, 1067, 1600, 1088.69, 533.5, 800, -0.096317
cam_02348, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.36, 800, 533.5, -0.102267
cam_04089, , camera, SIMPLE_RADIAL, 1600, 1067, 1089.82, 800, 533.5, -0.0919624
cam_00350, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.6, 800, 600, -0.0774568
cam_01620, , camera, SIMPLE_RADIAL, 1067, 1600, 1340.09, 533.5, 800, -0.111067
cam_02349, , camera, SIMPLE_RADIAL, 1600, 1067, 1320.62, 800, 533.5, -0.100909
cam_00389, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.63, 800, 600, -0.0721379
cam_03598, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.27, 800, 600, -0.0735924
cam_04128, , camera, SIMPLE_RADIAL, 1067, 1600, 1084.93, 533.5, 800, -0.0865099
cam_00301, , camera, SIMPLE_RADIAL, 1600, 1067, 1114.59, 800, 533.5, -0.0818214
cam_04040, , camera, SIMPLE_RADIAL, 1067, 1600, 1325.67, 533.5, 800, -0.133785
cam_00831, , camera, SIMPLE_RADIAL, 1200, 1600, 1552.9, 600, 800, -0.0758386
cam_01625, , camera, SIMPLE_RADIAL, 1067, 1600, 1337.81, 533.5, 800, -0.122057
cam_03623, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.11, 800, 600, -0.0669243
cam_00414, , camera, SIMPLE_RADIAL, 1200, 1600, 1543.46, 600, 800, -0.0719306
cam_00331, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.51, 800, 600, -0.0678192
cam_04070, , camera, SIMPLE_RADIAL, 1063, 1600, 1235.33, 531.5, 800, -0.0977429
cam_03702, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.39, 800, 533.5, -0.111221
cam_00493, , camera, SIMPLE_RADIAL, 1600, 1067, 1099.96, 800, 533.5, -0.0778213
cam_05100, , camera, SIMPLE_RADIAL, 1200, 1600, 1508.08, 600, 800, -0.0543321
cam_01891, , camera, SIMPLE_RADIAL, 1067, 1600, 3432.16, 533.5, 800, 0.0881291
cam_03607, , camera, SIMPLE_RADIAL, 1600, 1200, 1568.68, 800, 600, -0.0754392
cam_00398, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.32, 800, 600, -0.072812
cam_01586, , camera, SIMPLE_RADIAL, 1067, 1600, 1330.01, 533.5, 800, -0.0931917
cam_03584, , camera, SIMPLE_RADIAL, 1600, 1200, 1560.09, 800, 600, -0.0675874
cam_00375, , camera, SIMPLE_RADIAL, 1600, 1067, 1099.49, 800, 533.5, -0.076693
cam_00292, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.66, 800, 600, -0.0747377
cam_04004, , camera, SIMPLE_RADIAL, 1067, 1600, 1321.66, 533.5, 800, -0.105485
cam_04166, , camera, SIMPLE_RADIAL, 1600, 1067, 1086.1, 800, 533.5, -0.0772219
cam_00286, , camera, SIMPLE_RADIAL, 1600, 1067, 1109.06, 800, 533.5, -0.0910174
cam_01485, , camera, SIMPLE_RADIAL, 1067, 1600, 1349.63, 533.5, 800, -0.0878598
cam_02755, , camera, SIMPLE_RADIAL, 1200, 1600, 1833.31, 600, 800, -0.19151
cam_03719, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.06, 800, 600, -0.0751493
cam_00510, , camera, SIMPLE_RADIAL, 1600, 1067, 1106.11, 800, 533.5, -0.0841835
cam_02226, , camera, SIMPLE_RADIAL, 1600, 1067, 1319.63, 800, 533.5, -0.100284
cam_03967, , camera, SIMPLE_RADIAL, 1067, 1600, 1317.23, 533.5, 800, -0.111314
cam_00228, , camera, SIMPLE_RADIAL, 1600, 1200, 1574.32, 800, 600, -0.0733742
cam_03437, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.65, 800, 600, -0.0676122
cam_04134, , camera, SIMPLE_RADIAL, 1067, 1600, 1086.64, 533.5, 800, -0.111328
cam_00297, , camera, SIMPLE_RADIAL, 1600, 1067, 1110.94, 800, 533.5, -0.0903738
cam_04036, , camera, SIMPLE_RADIAL, 1600, 1063, 1241.93, 800, 531.5, -0.0922536
cam_00827, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.35, 800, 600, -0.0728363
cam_03084, , camera, SIMPLE_RADIAL, 1200, 1600, 1729.28, 600, 800, -0.126391
cam_01591, , camera, SIMPLE_RADIAL, 1067, 1600, 2970.99, 533.5, 800, 0.00462395
cam_05082, , camera, SIMPLE_RADIAL, 1600, 1200, 1474.87, 800, 600, -0.0270918
cam_01873, , camera, SIMPLE_RADIAL, 1600, 1067, 1383.41, 800, 533.5, -0.0678232
cam_03589, , camera, SIMPLE_RADIAL, 1200, 1600, 1553.72, 600, 800, -0.0781896
cam_00380, , camera, SIMPLE_RADIAL, 1600, 1063, 1248.01, 800, 531.5, -0.103299
cam_02456, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.37, 800, 533.5, -0.110473
cam_04197, , camera, SIMPLE_RADIAL, 1600, 1067, 1094.46, 800, 533.5, -0.0845756
cam_00328, , camera, SIMPLE_RADIAL, 1600, 1067, 1102.82, 800, 533.5, -0.0702503
cam_04067, , camera, SIMPLE_RADIAL, 1067, 1600, 1316.51, 533.5, 800, -0.0863539
cam_01622, , camera, SIMPLE_RADIAL, 1067, 1600, 1302.91, 533.5, 800, -0.125806
cam_03620, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.87, 800, 600, -0.0693675
cam_00411, , camera, SIMPLE_RADIAL, 1600, 1200, 1551.77, 800, 600, -0.0785169
cam_01602, , camera, SIMPLE_RADIAL, 1067, 1600, 1894.58, 533.5, 800, -0.0649827
cam_05093, , camera, SIMPLE_RADIAL, 1600, 1200, 1462.79, 800, 600, -0.0492658
cam_01884, , camera, SIMPLE_RADIAL, 1600, 1067, 1340.14, 800, 533.5, -0.100665
cam_03600, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.64, 800, 600, -0.0728252
cam_00391, , camera, SIMPLE_RADIAL, 1600, 1063, 1241.65, 800, 531.5, -0.097991
cam_02467, , camera, SIMPLE_RADIAL, 1600, 1067, 1323.26, 800, 533.5, -0.100213
cam_04208, , camera, SIMPLE_RADIAL, 1067, 1600, 1092.44, 533.5, 800, -0.088181
cam_00469, , camera, SIMPLE_RADIAL, 1600, 1067, 1205.63, 800, 533.5, -0.0979799
cam_03678, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.92, 800, 600, -0.070379
cam_05031, , camera, SIMPLE_RADIAL, 1200, 1600, 1445.12, 600, 800, 0.00853342
cam_01822, , camera, SIMPLE_RADIAL, 1063, 1600, 1376.95, 531.5, 800, -0.0878384
cam_01292, , camera, SIMPLE_RADIAL, 1200, 1600, 1558.67, 600, 800, -0.073693
cam_02279, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.91, 800, 533.5, -0.0956087
cam_00397, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.41, 800, 533.5, -0.0689818
cam_03606, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.43, 800, 600, -0.0739872
cam_01890, , camera, SIMPLE_RADIAL, 1600, 1063, 1241.75, 800, 531.5, -0.0854042
cam_01633, , camera, SIMPLE_RADIAL, 1067, 1600, 1338.61, 533.5, 800, -0.10163
cam_03631, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.55, 600, 800, -0.071752
cam_00422, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.45, 800, 600, -0.0668771
cam_05336, , camera, SIMPLE_RADIAL, 1600, 1200, 1168.58, 800, 600, 0.0171385
cam_02350, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.7, 800, 533.5, -0.107007
cam_04091, , camera, SIMPLE_RADIAL, 1600, 1067, 1089.63, 800, 533.5, -0.0758924
cam_00390, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.63, 800, 533.5, -0.0799326
cam_03599, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.98, 800, 600, -0.0739178
cam_04129, , camera, SIMPLE_RADIAL, 1067, 1600, 1084.88, 533.5, 800, -0.0915412
cam_03973, , camera, SIMPLE_RADIAL, 1067, 1600, 1309.24, 533.5, 800, -0.114576
cam_03995, , camera, SIMPLE_RADIAL, 1067, 1600, 1323.16, 533.5, 800, -0.112286
cam_03738, , camera, SIMPLE_RADIAL, 1200, 1600, 1558.93, 600, 800, -0.0938433
cam_00529, , camera, SIMPLE_RADIAL, 1200, 1600, 1547.23, 600, 800, -0.0789494
cam_03712, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.16, 800, 600, -0.0720976
cam_00503, , camera, SIMPLE_RADIAL, 1200, 1600, 1553.25, 600, 800, -0.0865291
cam_01628, , camera, SIMPLE_RADIAL, 1600, 1067, 1354.48, 800, 533.5, -0.0483956
cam_00135, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.01, 800, 533.5, -0.0794173
cam_03344, , camera, SIMPLE_RADIAL, 1200, 1600, 1850.62, 600, 800, -0.175815
cam_03696, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.72, 800, 600, -0.0680836
cam_00487, , camera, SIMPLE_RADIAL, 1200, 1600, 1548.36, 600, 800, -0.0726861
cam_03998, , camera, SIMPLE_RADIAL, 1067, 1600, 1329.93, 533.5, 800, -0.122746
cam_00259, , camera, SIMPLE_RADIAL, 1200, 1600, 1556.83, 600, 800, -0.0788876
cam_02214, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.59, 800, 533.5, -0.103725
cam_05423, , camera, SIMPLE_RADIAL, 1600, 1200, 607.688, 800, 600, 0.473697
cam_03707, , camera, SIMPLE_RADIAL, 1200, 1600, 1553.9, 600, 800, -0.0661421
cam_00498, , camera, SIMPLE_RADIAL, 1600, 1200, 1552.29, 800, 600, -0.081329
cam_04094, , camera, SIMPLE_RADIAL, 1600, 1067, 1086.32, 800, 533.5, -0.0742162
cam_00355, , camera, SIMPLE_RADIAL, 1600, 1067, 1103.71, 800, 533.5, -0.0716068
cam_04132, , camera, SIMPLE_RADIAL, 1067, 1600, 1087.84, 533.5, 800, -0.0961257
cam_00295, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.84, 800, 533.5, -0.0831928
cam_04034, , camera, SIMPLE_RADIAL, 1600, 1067, 1327.43, 800, 533.5, -0.102808
cam_00825, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.57, 800, 600, -0.0752884
cam_03587, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.5, 800, 600, -0.0688174
cam_00378, , camera, SIMPLE_RADIAL, 1600, 1200, 1558.32, 800, 600, -0.0692397
cam_03976, , camera, SIMPLE_RADIAL, 1067, 1600, 1318.61, 533.5, 800, -0.107351
cam_00237, , camera, SIMPLE_RADIAL, 1600, 1200, 1572.59, 800, 600, -0.0748789
cam_03987, , camera, SIMPLE_RADIAL, 1600, 1067, 1325.93, 800, 533.5, -0.131643
cam_03723, , camera, SIMPLE_RADIAL, 1600, 1200, 1555.11, 800, 600, -0.0721492
cam_00514, , camera, SIMPLE_RADIAL, 1600, 1200, 1554.81, 800, 600, -0.0692116
cam_02230, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.61, 800, 533.5, -0.100016
cam_03971, , camera, SIMPLE_RADIAL, 1067, 1600, 1306.24, 533.5, 800, -0.114399
cam_02346, , camera, SIMPLE_RADIAL, 1600, 1067, 1328.15, 800, 533.5, -0.0954297
cam_04087, , camera, SIMPLE_RADIAL, 1600, 1067, 1081.61, 800, 533.5, -0.0726963
cam_00348, , camera, SIMPLE_RADIAL, 1600, 1200, 1553.04, 800, 600, -0.070662
cam_05419, , camera, SIMPLE_RADIAL, 1600, 1200, 1196.31, 800, 600, 0.011155
cam_01680, , camera, SIMPLE_RADIAL, 1067, 1600, 1685.26, 533.5, 800, -0.0789833
cam_01879, , camera, SIMPLE_RADIAL, 1067, 1600, 1317.11, 533.5, 800, -0.102595
cam_04125, , camera, SIMPLE_RADIAL, 1063, 1600, 1229.47, 531.5, 800, -0.108126
cam_02241, , camera, SIMPLE_RADIAL, 1600, 1067, 1324.94, 800, 533.5, -0.104636
cam_03734, , camera, SIMPLE_RADIAL, 1200, 1600, 1558.26, 600, 800, -0.0780138
cam_00525, , camera, SIMPLE_RADIAL, 1200, 1600, 1554.39, 600, 800, -0.0695952
cam_05225, , camera, SIMPLE_RADIAL, 1600, 1200, 1478.16, 800, 600, -0.0420537
cam_02239, , camera, SIMPLE_RADIAL, 1600, 1067, 1322.45, 800, 533.5, -0.0986183
cam_03732, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.8, 800, 600, -0.0758172
cam_00523, , camera, SIMPLE_RADIAL, 1600, 1067, 1100.87, 800, 533.5, -0.0795284
cam_02756, , camera, SIMPLE_RADIAL, 1200, 1600, 1805.52, 600, 800, -0.153904
cam_01263, , camera, SIMPLE_RADIAL, 1200, 1600, 1546.42, 600, 800, -0.0728107
cam_05002, , camera, SIMPLE_RADIAL, 1600, 1200, 1453.41, 800, 600, 0.015075
cam_03637, , camera, SIMPLE_RADIAL, 1600, 1200, 1559.71, 800, 600, -0.0730821
cam_01639, , camera, SIMPLE_RADIAL, 1067, 1600, 1328.19, 533.5, 800, -0.106399
cam_00284, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.65, 800, 533.5, -0.0799661
cam_03576, , camera, SIMPLE_RADIAL, 1200, 1600, 1555.41, 600, 800, -0.0731289
cam_00367, , camera, SIMPLE_RADIAL, 1200, 1600, 1551.27, 600, 800, -0.0708038
cam_02753, , camera, SIMPLE_RADIAL, 1600, 1200, 1815.83, 800, 600, -0.174927
cam_03717, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.48, 800, 600, -0.075322
cam_00508, , camera, SIMPLE_RADIAL, 1600, 1067, 1096.97, 800, 533.5, -0.0712052
cam_02224, , camera, SIMPLE_RADIAL, 1600, 1063, 1240.98, 800, 531.5, -0.0922844
cam_03965, , camera, SIMPLE_RADIAL, 1067, 1600, 1314.42, 533.5, 800, -0.0995186
cam_00226, , camera, SIMPLE_RADIAL, 1600, 1200, 1576.67, 800, 600, -0.0646785
cam_03435, , camera, SIMPLE_RADIAL, 1067, 1600, 1343.69, 533.5, 800, -0.109015
cam_05223, , camera, SIMPLE_RADIAL, 1600, 1200, 1481.99, 800, 600, -0.0207471
cam_02237, , camera, SIMPLE_RADIAL, 1600, 1067, 1325.67, 800, 533.5, -0.105656
cam_03730, , camera, SIMPLE_RADIAL, 1600, 1200, 1547.81, 800, 600, -0.0696235
cam_00521, , camera, SIMPLE_RADIAL, 1600, 1067, 1097.5, 800, 533.5, -0.0743875
cam_00280, , camera, SIMPLE_RADIAL, 1600, 1063, 1244.07, 800, 531.5, -0.0962461
cam_04019, , camera, SIMPLE_RADIAL, 1600, 1067, 1336.5, 800, 533.5, -0.0949615
cam_03725, , camera, SIMPLE_RADIAL, 1200, 1600, 1558.27, 600, 800, -0.0766019
cam_00516, , camera, SIMPLE_RADIAL, 1600, 1200, 1562.71, 800, 600, -0.0655447
cam_02232, , camera, SIMPLE_RADIAL, 1600, 1067, 1317.11, 800, 533.5, -0.0815763
cam_05218, , camera, SIMPLE_RADIAL, 1600, 1200, 1472.99, 800, 600, -0.0287827
cam_01479, , camera, SIMPLE_RADIAL, 1067, 1600, 1342.18, 533.5, 800, -0.0983548
cam_02749, , camera, SIMPLE_RADIAL, 1200, 1600, 1814.64, 600, 800, -0.170038
cam_03713, , camera, SIMPLE_RADIAL, 1067, 1600, 1819.7, 533.5, 800, -0.0692195
cam_00504, , camera, SIMPLE_RADIAL, 1600, 1067, 1104.56, 800, 533.5, -0.076576
cam_02220, , camera, SIMPLE_RADIAL, 1600, 1067, 1326.88, 800, 533.5, -0.110863
cam_03961, , camera, SIMPLE_RADIAL, 1600, 1067, 1319.4, 800, 533.5, -0.100727
cam_00222, , camera, SIMPLE_RADIAL, 1600, 1200, 1581.43, 800, 600, -0.0677708
cam_03431, , camera, SIMPLE_RADIAL, 1600, 1200, 1556.26, 800, 600, -0.0686877
cam_03705, , camera, SIMPLE_RADIAL, 1600, 1200, 1557.91, 800, 600, -0.0804851
